pokemonId,latitude,longitude,city,continent,number,pokemon_name,pic_url,main_type,secondary_type,region,category,height,weight,pokemon_family,attack,defense,stamina,cp_range,hp_range,capture_rate,flee_rate,male_perc,female_perc,resistance,weakness,wild_avail,egg_avail,raid_avail,research_avail,shiny,shadow,pkedex_desc,poss_attacks
13,52.719557,-2.123681,London,Europe,13,Weedle,https://static.wikia.nocookie.net/pokemongo/images/d/d6/Weedle.png,Bug,Poison,Kanto,Hairy,0.3 m,3.2 kg,Weedle family,63,50,120,10-456,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).,"['Bug Bite', 'Poison Sting', 'Struggle']"
120,50.073243,14.404529,Prague,Europe,120,Staryu,https://static.wikia.nocookie.net/pokemongo/images/e/e8/Staryu.png,Water,,Kanto,Star,0.8 m,34.5 kg,Staryu family,137,112,102,"12-1,157",10-92,50%,15%,,,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Staryu's center section has an organ called the core that shines bright red. If you go to a beach toward the end of summer, the glowing cores of these Pokémon look like the stars in the sky.","['Tackle', 'Water Gun', 'Quick Attack', 'Bubble Beam', 'Power Gem', 'Swift']"
133,46.03538,8.955351,Zurich,Europe,133,Eevee,https://static.wikia.nocookie.net/pokemongo/images/f/f2/Eevee.png,Normal,,Kanto,Evolution,0.3 m,6.5 kg,Eevee family,104,114,146,"11-1,071",13-127,40%,10%,87.5%,12.5%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,Formerly  (1st tier level),Yes ,Yes,No,Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve.,"['Quick Attack', 'Tackle', 'Dig', 'Swift', 'Body Slam', 'Last Resort']"
16,4.61456,114.330104,Brunei,Asia,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
13,44.419401,11.912294,Rome,Europe,13,Weedle,https://static.wikia.nocookie.net/pokemongo/images/d/d6/Weedle.png,Bug,Poison,Kanto,Hairy,0.3 m,3.2 kg,Weedle family,63,50,120,10-456,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).,"['Bug Bite', 'Poison Sting', 'Struggle']"
60,48.429929,-123.374141,Vancouver,America,60,Poliwag,https://static.wikia.nocookie.net/pokemongo/images/9/90/Poliwag.png,Water,,Kanto,Tadpole,0.6 m,12.4 kg,Poliwag family,101,82,120,10-829,11-106,50%,15%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,Yes (2-km Eggs),Formerly  (1st tier level),Yes ,Yes,Yes,"Poliwag has a very thin skin. It is possible to see the Pokémon's spiral innards right through the skin. Despite its thinness, however, the skin is also very flexible. Even sharp fangs bounce right off it.","['Bubble', 'Mud Shot', 'Body Slam', 'Bubble Beam', 'Mud Bomb']"
16,47.400799,0.67029,Paris,Europe,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
35,43.665611,7.121679,Paris,Europe,35,Clefairy,https://static.wikia.nocookie.net/pokemongo/images/d/d2/Clefairy.png,Fairy,,Kanto,Fairy,0.6 m,7.5 kg,Clefairy family,107,108,172,"12-1,155",16-147,30%,10%,25%,75%,"{'62.5%': ['Bug', 'Dark', 'Fighting'], '39%': ['Dragon']}","{'160%': ['Poison', 'Steel']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"On every night of a full moon, groups of this Pokémon come out to play. When dawn arrives, the tired Clefairy return to their quiet mountain retreats and go to sleep nestled up against each other.","['Pound', 'Zen Headbutt', 'Body Slam', 'Disarming Voice', 'Moonblast']"
13,-4.061876,39.665806,Nairobi,Africa,13,Weedle,https://static.wikia.nocookie.net/pokemongo/images/d/d6/Weedle.png,Bug,Poison,Kanto,Hairy,0.3 m,3.2 kg,Weedle family,63,50,120,10-456,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).,"['Bug Bite', 'Poison Sting', 'Struggle']"
13,43.816815,10.684384,Rome,Europe,13,Weedle,https://static.wikia.nocookie.net/pokemongo/images/d/d6/Weedle.png,Bug,Poison,Kanto,Hairy,0.3 m,3.2 kg,Weedle family,63,50,120,10-456,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).,"['Bug Bite', 'Poison Sting', 'Struggle']"
129,49.599258,18.144571,Prague,Europe,129,Magikarp,https://static.wikia.nocookie.net/pokemongo/images/0/01/Magikarp.png,Water,,Kanto,Fish,0.9 m,10 kg,Magikarp family,29,85,85,10-274,10-79,70%,15%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (1st tier level),Yes ,Yes,Yes,Magikarp is a pathetic excuse for a Pokémon that is only capable of flopping and splashing. This behavior prompted scientists to undertake research into it.,"['Splash', 'Struggle']"
19,45.588921,9.595439,Rome,Europe,19,Rattata,https://static.wikia.nocookie.net/pokemongo/images/c/c4/Rattata.png,Normal,,Kanto,Mouse,0.3 m,3.5 kg,Rattata family,103,70,102,10-734,10-92,50%,20%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,No  ,Formerly ,Yes,Yes,"Standard Pokédex description
Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere.","['Quick Attack', 'Tackle', 'Body Slam', 'Dig', 'Hyper Fang', 'Quick Attack', 'Tackle', 'Crunch', 'Hyper Fang', 'Shadow Ball']"
16,38.951853,-77.384165,New_York,America,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
41,50.332131,13.540312,Prague,Europe,41,Zubat,https://static.wikia.nocookie.net/pokemongo/images/6/67/Zubat.png,Poison,Flying,Kanto,Bat,0.8 m,7.5 kg,Zubat family,83,73,120,10-667,11-106,50%,20%,50%,50%,"{'62.5%': ['Fairy', 'Ground', 'Poison'], '39%': ['Bug', 'Fighting', 'Grass']}","{'160%': ['Electric', 'Ice', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Zubat remains quietly unmoving in a dark spot during the bright daylight hours. It does so because prolonged exposure to the sun causes its body to become slightly burned.,"['Bite', 'Quick Attack', 'Air Cutter', 'Poison Fang', 'Swift', 'Sludge Bomb']"
35,40.197815,-79.693664,New_York,America,35,Clefairy,https://static.wikia.nocookie.net/pokemongo/images/d/d2/Clefairy.png,Fairy,,Kanto,Fairy,0.6 m,7.5 kg,Clefairy family,107,108,172,"12-1,155",16-147,30%,10%,25%,75%,"{'62.5%': ['Bug', 'Dark', 'Fighting'], '39%': ['Dragon']}","{'160%': ['Poison', 'Steel']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"On every night of a full moon, groups of this Pokémon come out to play. When dawn arrives, the tired Clefairy return to their quiet mountain retreats and go to sleep nestled up against each other.","['Pound', 'Zen Headbutt', 'Body Slam', 'Disarming Voice', 'Moonblast']"
16,33.121904,-117.281343,Los_Angeles,America,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
16,34.670967,-86.491086,Chicago,America,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
96,44.335214,-72.756291,New_York,America,96,Drowzee,https://static.wikia.nocookie.net/pokemongo/images/5/5d/Drowzee.png,Psychic,,Kanto,Hypnosis,1 m,32.4 kg,Drowzee family,89,136,155,"11-1,040",14-134,50%,10%,50%,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"If your nose becomes itchy while you are sleeping, it's a sure sign that one of these Pokémon is standing above your pillow and trying to eat your dream through your nostrils.","['Confusion', 'Pound', 'Psybeam', 'Psychic', 'Psyshock']"
39,26.084425,-97.163496,Chicago,America,39,Jigglypuff,https://static.wikia.nocookie.net/pokemongo/images/a/af/Jigglypuff.png,Normal,Fairy,Kanto,Balloon,0.5 m,5.5 kg,Jigglypuff family,80,41,251,10-724,23-210,50%,10%,25%,75%,"{'62.5%': ['Bug', 'Dark'], '39%': ['Dragon', 'Ghost']}","{'160%': ['Poison', 'Steel']}",Yes ,No,Formerly  (1st tier level),Yes ,Yes,No,Jigglypuff's vocal cords can freely adjust the wavelength of its voice. This Pokémon uses this ability to sing at precisely the right wavelength to make its foes most drowsy.,"['Feint Attack', 'Pound', 'Dazzling Gleam', 'Disarming Voice', 'Gyro Ball', 'Body Slam', 'Play Rough']"
16,33.865477,-117.7372,Los_Angeles,America,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
120,36.598698,-6.2237,Madrid,Europe,120,Staryu,https://static.wikia.nocookie.net/pokemongo/images/e/e8/Staryu.png,Water,,Kanto,Star,0.8 m,34.5 kg,Staryu family,137,112,102,"12-1,157",10-92,50%,15%,,,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Staryu's center section has an organ called the core that shines bright red. If you go to a beach toward the end of summer, the glowing cores of these Pokémon look like the stars in the sky.","['Tackle', 'Water Gun', 'Quick Attack', 'Bubble Beam', 'Power Gem', 'Swift']"
35,48.86124,2.288562,Paris,Europe,35,Clefairy,https://static.wikia.nocookie.net/pokemongo/images/d/d2/Clefairy.png,Fairy,,Kanto,Fairy,0.6 m,7.5 kg,Clefairy family,107,108,172,"12-1,155",16-147,30%,10%,25%,75%,"{'62.5%': ['Bug', 'Dark', 'Fighting'], '39%': ['Dragon']}","{'160%': ['Poison', 'Steel']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"On every night of a full moon, groups of this Pokémon come out to play. When dawn arrives, the tired Clefairy return to their quiet mountain retreats and go to sleep nestled up against each other.","['Pound', 'Zen Headbutt', 'Body Slam', 'Disarming Voice', 'Moonblast']"
96,52.479065,-1.901895,London,Europe,96,Drowzee,https://static.wikia.nocookie.net/pokemongo/images/5/5d/Drowzee.png,Psychic,,Kanto,Hypnosis,1 m,32.4 kg,Drowzee family,89,136,155,"11-1,040",14-134,50%,10%,50%,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"If your nose becomes itchy while you are sleeping, it's a sure sign that one of these Pokémon is standing above your pillow and trying to eat your dream through your nostrils.","['Confusion', 'Pound', 'Psybeam', 'Psychic', 'Psyshock']"
13,55.112488,-105.284407,Regina,America,13,Weedle,https://static.wikia.nocookie.net/pokemongo/images/d/d6/Weedle.png,Bug,Poison,Kanto,Hairy,0.3 m,3.2 kg,Weedle family,63,50,120,10-456,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).,"['Bug Bite', 'Poison Sting', 'Struggle']"
41,43.761273,-79.213084,Toronto,America,41,Zubat,https://static.wikia.nocookie.net/pokemongo/images/6/67/Zubat.png,Poison,Flying,Kanto,Bat,0.8 m,7.5 kg,Zubat family,83,73,120,10-667,11-106,50%,20%,50%,50%,"{'62.5%': ['Fairy', 'Ground', 'Poison'], '39%': ['Bug', 'Fighting', 'Grass']}","{'160%': ['Electric', 'Ice', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Zubat remains quietly unmoving in a dark spot during the bright daylight hours. It does so because prolonged exposure to the sun causes its body to become slightly burned.,"['Bite', 'Quick Attack', 'Air Cutter', 'Poison Fang', 'Swift', 'Sludge Bomb']"
74,33.157453,-117.351594,Los_Angeles,America,74,Geodude,https://static.wikia.nocookie.net/pokemongo/images/1/12/Geodude.png,Rock,Ground,Kanto,Rock,0.4 m,20 kg,Geodude family,132,132,120,"14-1,293",11-106,50%,10%,50%,50%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Rock'], '39%': ['Electric', 'Poison']}","{'160%': ['Fighting', 'Ground', 'Ice', 'Steel'], '256%': ['Grass', 'Water']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Standard Pokédex description
The longer a Geodude lives, the more its edges are chipped and worn away, making it more rounded in appearance. However, this Pokémon's heart will remain hard, craggy, and rough always.","['Rock Throw', 'Tackle', 'Dig', 'Rock Slide', 'Rock Tomb', 'Rock Throw', 'Volt Switch', 'Rock Slide', 'Rock Tomb', 'Thunderbolt']"
140,35.943126,-115.116422,Los_Angeles,America,140,Kabuto,https://static.wikia.nocookie.net/pokemongo/images/a/a1/Kabuto.png,Rock,Water,Kanto,Shellfish,0.5 m,11.5 kg,Kabuto family,148,140,102,"15-1,370",10-92,40%,9%,87.5%,12.5%,"{'62.5%': ['Flying', 'Ice', 'Normal', 'Poison'], '39%': ['Fire']}","{'160%': ['Electric', 'Fighting', 'Ground'], '256%': ['Grass']}",Yes ,No,Formerly  (1st tier level),Yes ,Yes,No,"Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years.","['Mud Shot', 'Scratch', 'Ancient Power', 'Aqua Jet', 'Rock Tomb']"
21,59.660486,10.792989,Oslo,Europe,21,Spearow,https://static.wikia.nocookie.net/pokemongo/images/a/a1/Spearow.png,Normal,Flying,Kanto,Tiny,0.3 m,2 kg,Spearow family,112,60,120,10-798,11-106,50%,15%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Spearow has a very loud cry that can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger.","['Peck', 'Quick Attack', 'Aerial Ace', 'Drill Peck', 'Sky Attack', 'Twister']"
13,50.098924,14.391341,Prague,Europe,13,Weedle,https://static.wikia.nocookie.net/pokemongo/images/d/d6/Weedle.png,Bug,Poison,Kanto,Hairy,0.3 m,3.2 kg,Weedle family,63,50,120,10-456,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).,"['Bug Bite', 'Poison Sting', 'Struggle']"
118,41.000045,15.634151,Rome,Europe,118,Goldeen,https://static.wikia.nocookie.net/pokemongo/images/9/99/Goldeen.png,Water,,Kanto,Goldfish,0.6 m,15 kg,Goldeen family,123,110,128,"12-1,152",12-113,50%,15%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,No  ,Formerly ,Yes,No,"Goldeen is a very beautiful Pokémon with fins that billow elegantly in water. However, don't let your guard down around this Pokémon—it could ram you powerfully with its horn.","['Mud Shot', 'Peck', 'Aqua Tail', 'Horn Attack', 'Water Pulse']"
16,42.379796,-71.142113,New_York,America,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
96,50.770226,15.059061,Prague,Europe,96,Drowzee,https://static.wikia.nocookie.net/pokemongo/images/5/5d/Drowzee.png,Psychic,,Kanto,Hypnosis,1 m,32.4 kg,Drowzee family,89,136,155,"11-1,040",14-134,50%,10%,50%,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"If your nose becomes itchy while you are sleeping, it's a sure sign that one of these Pokémon is standing above your pillow and trying to eat your dream through your nostrils.","['Confusion', 'Pound', 'Psybeam', 'Psychic', 'Psyshock']"
16,50.071713,14.408198,Prague,Europe,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
48,-34.86079,-57.917543,Buenos_Aires,America/Argentina,48,Venonat,https://static.wikia.nocookie.net/pokemongo/images/d/d3/Venonat.png,Bug,Poison,Kanto,Insect,1 m,30 kg,Venonat family,100,100,155,"11-1,004",14-134,50%,15%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Venonat is said to have evolved with a coat of thin, stiff hair that covers its entire body for protection. It possesses large eyes that never fail to spot even minuscule prey.","['Bug Bite', 'Confusion', 'Poison Fang', 'Psybeam', 'Signal Beam']"
10,25.787361,-80.131998,New_York,America,10,Caterpie,https://static.wikia.nocookie.net/pokemongo/images/0/05/Caterpie.png,Bug,,Kanto,Worm,0.3 m,2.9 kg,Caterpie family,55,55,128,10-437,12-113,50%,20%,50%,50%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Caterpie has a voracious appetite. It can devour leaves bigger than its body right before your eyes. From its antenna, this Pokémon releases a terrifically strong odor.","['Bug Bite', 'Tackle', 'Struggle']"
128,39.748499,-84.090023,New_York,America,128,Tauros,https://static.wikia.nocookie.net/pokemongo/images/9/98/Tauros.png,Normal,,Kanto,Wild,1.4 m,88.4 kg,Tauros family,198,183,181,"31-2,620",17-154,30%,9%,,,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes (only in North America),No,Formerly  (3rd tier level),No,Yes,No,"This Pokémon is not satisfied unless it is rampaging at all times. If there is no opponent for Tauros to battle, it will charge at thick trees and knock them down to calm itself.","['Tackle', 'Zen Headbutt', 'Earthquake', 'Horn Attack', 'Iron Head']"
19,35.738786,-78.654457,New_York,America,19,Rattata,https://static.wikia.nocookie.net/pokemongo/images/c/c4/Rattata.png,Normal,,Kanto,Mouse,0.3 m,3.5 kg,Rattata family,103,70,102,10-734,10-92,50%,20%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,No  ,Formerly ,Yes,Yes,"Standard Pokédex description
Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere.","['Quick Attack', 'Tackle', 'Body Slam', 'Dig', 'Hyper Fang', 'Quick Attack', 'Tackle', 'Crunch', 'Hyper Fang', 'Shadow Ball']"
16,53.569577,-113.567387,Edmonton,America,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
16,42.277668,-87.829916,Chicago,America,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
35,49.602741,18.140848,Prague,Europe,35,Clefairy,https://static.wikia.nocookie.net/pokemongo/images/d/d2/Clefairy.png,Fairy,,Kanto,Fairy,0.6 m,7.5 kg,Clefairy family,107,108,172,"12-1,155",16-147,30%,10%,25%,75%,"{'62.5%': ['Bug', 'Dark', 'Fighting'], '39%': ['Dragon']}","{'160%': ['Poison', 'Steel']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"On every night of a full moon, groups of this Pokémon come out to play. When dawn arrives, the tired Clefairy return to their quiet mountain retreats and go to sleep nestled up against each other.","['Pound', 'Zen Headbutt', 'Body Slam', 'Disarming Voice', 'Moonblast']"
133,44.334684,-72.752396,New_York,America,133,Eevee,https://static.wikia.nocookie.net/pokemongo/images/f/f2/Eevee.png,Normal,,Kanto,Evolution,0.3 m,6.5 kg,Eevee family,104,114,146,"11-1,071",13-127,40%,10%,87.5%,12.5%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,Formerly  (1st tier level),Yes ,Yes,No,Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve.,"['Quick Attack', 'Tackle', 'Dig', 'Swift', 'Body Slam', 'Last Resort']"
120,41.282701,-72.679095,New_York,America,120,Staryu,https://static.wikia.nocookie.net/pokemongo/images/e/e8/Staryu.png,Water,,Kanto,Star,0.8 m,34.5 kg,Staryu family,137,112,102,"12-1,157",10-92,50%,15%,,,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Staryu's center section has an organ called the core that shines bright red. If you go to a beach toward the end of summer, the glowing cores of these Pokémon look like the stars in the sky.","['Tackle', 'Water Gun', 'Quick Attack', 'Bubble Beam', 'Power Gem', 'Swift']"
19,40.565544,-111.999338,Denver,America,19,Rattata,https://static.wikia.nocookie.net/pokemongo/images/c/c4/Rattata.png,Normal,,Kanto,Mouse,0.3 m,3.5 kg,Rattata family,103,70,102,10-734,10-92,50%,20%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,No  ,Formerly ,Yes,Yes,"Standard Pokédex description
Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere.","['Quick Attack', 'Tackle', 'Body Slam', 'Dig', 'Hyper Fang', 'Quick Attack', 'Tackle', 'Crunch', 'Hyper Fang', 'Shadow Ball']"
